 market ,country_code,region,funding_rounds,founded_month,founded_quarter,founded_year,seed,venture,round_A,round_B, funding_total_usd 
 Finance ,USA,Detroit,2,2008-09,2008-Q3,2008,250000,75000,0,0," 3,25,000 "
 Finance ,USA,Austin,1,1999-01,1999-Q1,1999,0,2134804,0,0," 21,34,804 "
 Reviews and Recommendations ,USA,SF Bay Area,1,1999-01,1999-Q1,1999,0,1400000,1400000,0," 14,00,000 "
 Email Marketing ,USA,Boston,4,2006-09,2006-Q3,2006,0,24500000,7500000,10000000," 2,45,00,000 "
 Curated Web ,GBR,London,1,2010-10,2010-Q4,2010,0,17110298,0,0," 1,71,10,298 "
 News ,USA,Los Angeles,1,,,,0,0,0,0, -   
 Software ,USA,Seattle,1,2010-01,2010-Q1,2010,0,0,0,0," 20,00,000 "
 Curated Web ,USA,SF Bay Area,1,2007-04,2007-Q2,2007,100000,0,0,0," 1,00,000 "
 Biotechnology ,USA,Madison,1,2005-01,2005-Q1,2005,0,343000,0,0," 3,43,000 "
,CAN,Edmonton,1,,,,25000,0,0,0,"25,000"
 Apps ,USA,"Portland, Oregon",1,2010-06,2010-Q2,2010,20000,0,0,0,"20,000"
 Games ,DEU,Berlin,1,,,,0,0,0,0, -   
 Real Time ,CAN,Toronto,2,2012-10,2012-Q4,2012,400000,0,0,0," 4,00,000 "
 Legal ,USA,SF Bay Area,2,2012-05,2012-Q2,2012,1100000,8100000,8100000,0," 92,00,000 "
 Software ,USA,SF Bay Area,2,2011-01,2011-Q1,2011,0,26000000,11000000,15000000," 2,60,00,000 "
 SaaS ,USA,New York City,5,2004-11,2004-Q4,2004,0,46000000,5000000,12000000," 4,60,00,000 "
 Biotechnology ,USA,SF Bay Area,1,1999-01,1999-Q1,1999,0,48300000,0,0," 4,83,00,000 "
,USA,Baltimore,1,2012-01,2012-Q1,2012,0,0,0,0," 41,50,00,000 "
 E-Commerce ,USA,OH - Other,2,2004-01,2004-Q1,2004,0,4427919,0,0," 44,27,919 "
 Software ,USA,SF Bay Area,3,2000-01,2000-Q1,2000,0,20700000,9700000,0," 2,07,00,000 "
,USA,Seattle,1,2014-03,2014-Q1,2014,0,0,0,0," 8,50,000 "
 Health Care ,USA,Baltimore,1,2000-01,2000-Q1,2000,1091663,0,0,0," 10,91,663 "
 Curated Web ,USA,SF Bay Area,1,2011-01,2011-Q1,2011,0,0,0,0, -   
 Software ,,,1,,,,120000,0,0,0," 1,20,000 "
 Networking ,,,3,2013-10,2013-Q4,2013,237000,0,0,0," 2,37,000 "
 Games ,SLV,SLV - Other,1,2012-01,2012-Q1,2012,40000,0,0,0,"40,000"
 Analytics ,USA,Salt Lake City,1,2009-03,2009-Q1,2009,1400000,0,0,0," 14,00,000 "
 News ,,,1,2002-01,2002-Q1,2002,0,3070000,0,3070000," 30,70,000 "
 Green ,,,1,2013-01,2013-Q1,2013,0,220000,0,0," 2,20,000 "
 Video ,USA,Charlotte,1,2010-10,2010-Q4,2010,300000,0,0,0," 3,00,000 "
 Manufacturing ,USA,Napa Valley,8,2004-01,2004-Q1,2004,0,62551483,0,0," 6,75,76,091 "
 Tutoring ,CAN,Toronto,2,2011-04,2011-Q2,2011,400000,0,0,0," 4,00,000 "
 Software ,USA,Anaheim,1,2014-06,2014-Q2,2014,0,0,0,0, -   
 Television ,CHE,Zurich,2,2011-11,2011-Q4,2011,120000,2200000,2200000,0," 23,20,000 "
 Content ,USA,San Diego,2,2013-02,2013-Q1,2013,325000,0,0,0," 3,25,000 "
 Automotive ,USA,"Washington, D.C.",1,1997-01,1997-Q1,1997,0,27000000,0,27000000," 2,70,00,000 "
 Mobile ,USA,San Diego,1,2006-04,2006-Q2,2006,0,12500000,0,12500000," 1,25,00,000 "
 Web Hosting ,USA,Boston,3,1948-01,1948-Q1,1948,0,16000000,0,0," 1,60,00,000 "
 Defense ,USA,Boston,1,1922-07,1922-Q3,1922,0,0,0,0," 30,00,000 "
 Games ,USA,New York City,3,2005-01,2005-Q1,2005,0,16030566,0,8000000," 1,60,30,566 "
 Mobile ,USA,Kansas City,2,2011-08,2011-Q3,2011,0,950000,0,0," 9,50,000 "
 Networking ,USA,Dallas,1,2011-01,2011-Q1,2011,0,3500000,3500000,0," 35,00,000 "
 Health Care Information Technology ,USA,Boston,1,,,,0,24000000,24000000,0," 2,40,00,000 "
 Games ,USA,San Diego,2,1998-01,1998-Q1,1998,0,50000000,0,0," 5,00,00,000 "
 Risk Management ,USA,SF Bay Area,1,2011-01,2011-Q1,2011,40000,0,0,0,"40,000"
 Education ,,,1,2011-02,2011-Q1,2011,570000,0,0,0," 5,70,000 "
 Apps ,BRA,BRA - Other,1,,,,0,0,0,0, -   
 Health and Wellness ,USA,Atlanta,1,2010-01,2010-Q1,2010,0,350000,0,0," 3,50,000 "
 Sports ,USA,Los Angeles,5,2011-01,2011-Q1,2011,0,48800000,26000000,22800000," 5,88,00,000 "
 Automotive ,USA,"Washington, D.C.",6,2001-01,2001-Q1,2001,0,32500000,10000000,12000000," 3,88,90,000 "
 Curated Web ,,,1,,,,0,0,0,0, -   
 Music ,USA,SF Bay Area,2,2002-01,2002-Q1,2002,0,10000000,3000000,7000000," 1,00,00,000 "
 Hardware + Software ,DEU,DEU - Other,1,,,,0,1030000,0,0," 10,30,000 "
,ISR,Tel Aviv,1,1973-01,1973-Q1,1973,0,0,0,0," 1,10,00,000 "
 SaaS ,USA,Boston,1,2000-01,2000-Q1,2000,0,9499986,9499986,0," 94,99,986 "
 Transportation ,USA,San Antonio,1,,,,0,0,0,0, -   
 Manufacturing ,USA,Allentown,2,,,,0,2160000,2000000,0," 21,60,000 "
 Biotechnology ,USA,Jacksonville,3,2007-01,2007-Q1,2007,0,831001,0,0," 8,31,001 "
 Manufacturing ,CHN,Beijing,2,,,,0,15000000,5000000,10000000," 1,50,00,000 "
 Retail Technology ,USA,New York City,1,2014-11,2014-Q4,2014,0,0,0,0, -   
 Music ,USA,SF Bay Area,6,2008-08,2008-Q3,2008,0,17500000,0,0," 12,57,00,000 "
 Clean Technology ,,,1,,,,0,1925548,0,0," 19,25,548 "
 Apps ,USA,Cedar Rapids,1,,,,0,0,0,0, -   
 Internet ,AUT,Vienna,2,2007-01,2007-Q1,2007,1500000,0,0,0," 15,00,000 "
 Security ,ISR,Haifa,1,2012-01,2012-Q1,2012,750000,0,0,0," 7,50,000 "
 E-Commerce ,CHN,Taiwan,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Clean Technology ,GBR,GBR - Other,2,2013-01,2013-Q1,2013,40000,0,0,0,"40,000"
 Defense ,USA,Pittsburgh,2,2001-01,2001-Q1,2001,0,2250000,2250000,0," 22,50,000 "
 Software ,,,2,,,,910000,0,0,0," 9,10,000 "
 Hardware ,USA,Austin,1,2013-01,2013-Q1,2013,40000,0,0,0,"40,000"
 Mobile ,GBR,London,1,2003-01,2003-Q1,2003,0,2580000,0,0," 25,80,000 "
 Clean Technology ,SWE,Malmo,1,,,,0,4500000,0,4500000," 45,00,000 "
 Health Care ,CHL,Santiago,1,2011-01,2011-Q1,2011,40000,0,0,0,"40,000"
 SaaS ,USA,Chicago,1,2012-01,2012-Q1,2012,0,0,0,0, -   
,USA,Tulsa,1,2010-05,2010-Q2,2010,0,0,0,0, -   
 Health Care ,USA,Atlanta,5,2006-01,2006-Q1,2006,0,11140271,5000000,4000000," 1,85,40,271 "
 Local Businesses ,USA,Los Angeles,2,2008-01,2008-Q1,2008,0,0,0,0," 75,50,000 "
 Hospitality ,,,1,2005-01,2005-Q1,2005,0,0,0,0, -   
 Public Transportation ,USA,San Diego,1,2001-01,2001-Q1,2001,0,1620000,0,0," 16,20,000 "
 Media ,USA,Detroit,1,2006-01,2006-Q1,2006,0,4810000,0,0," 48,10,000 "
 Data Mining ,,,1,2011-01,2011-Q1,2011,0,0,0,0, -   
 Social Media Marketing ,GBR,London,2,2014-02,2014-Q1,2014,787030,0,0,0," 7,87,030 "
 Social Business ,USA,SF Bay Area,5,2007-01,2007-Q1,2007,1200000,15600000,10000000,5600000," 1,75,50,668 "
 Email Newsletters ,USA,St. Louis,1,2013-09,2013-Q3,2013,50000,0,0,0,"50,000"
 SaaS ,USA,Austin,5,2005-10,2005-Q4,2005,0,14499990,3200000,5000000," 1,57,99,990 "
 Nonprofits ,CAN,Toronto,1,1988-01,1988-Q1,1988,0,0,0,0,"20,000"
 Advertising ,JPN,Tokyo,7,2004-01,2004-Q1,2004,0,99585670,250000,7000000," 9,95,85,670 "
 Software ,USA,Ft. Lauderdale,1,2010-01,2010-Q1,2010,40000,0,0,0,"40,000"
 Twitter Applications ,TUR,Istanbul,3,2013-10,2013-Q4,2013,0,640000,0,640000," 6,40,000 "
 Finance ,IND,Chennai,1,,,,0,0,0,0, -   
 Predictive Analytics ,USA,SF Bay Area,1,2013-09,2013-Q3,2013,20000,0,0,0,"20,000"
 Design ,USA,Austin,6,2010-01,2010-Q1,2010,1596871,0,0,0," 31,34,371 "
 Enterprise Software ,USA,SF Bay Area,1,1998-01,1998-Q1,1998,0,8550000,0,0," 85,50,000 "
 Analytics ,USA,Denver,2,2013-03,2013-Q1,2013,1850000,0,0,0," 18,50,000 "
 Advertising ,USA,Los Angeles,2,2010-10,2010-Q4,2010,2250000,0,0,0," 22,50,000 "
 Digital Media ,GBR,GBR - Other,1,2014-02,2014-Q1,2014,0,0,0,0," 1,26,012 "
 Messaging ,USA,Chicago,1,2009-01,2009-Q1,2009,0,150001,0,0," 1,50,001 "
 E-Books ,DEU,Dusseldrof,2,2013-07,2013-Q3,2013,88588,0,0,0,"88,588"
 Software ,AUS,AUS - Other,2,2001-01,2001-Q1,2001,0,0,0,0," 2,09,96,540 "
 Security ,USA,Las Vegas,1,,,,0,0,0,0, -   
 E-Commerce ,USA,SF Bay Area,1,,,,0,0,0,0," 60,00,000 "
,GBR,London,1,,,,0,0,0,0, -   
 Textbooks ,,,1,2008-01,2008-Q1,2008,5001,0,0,0,"5,001"
 Mobile ,DEU,Berlin,1,2010-11,2010-Q4,2010,0,0,0,0, -   
 Curated Web ,GBR,London,1,2009-05,2009-Q2,2009,0,25000,0,0,"25,000"
 News ,USA,Chicago,1,,,,0,2200000,2200000,0," 22,00,000 "
 Software ,NLD,NLD - Other,1,1999-01,1999-Q1,1999,0,0,0,0, -   
 Publishing ,GBR,London,1,2013-01,2013-Q1,2013,465000,0,0,0," 4,65,000 "
 Education ,USA,New York City,1,1991-01,1991-Q1,1991,100000,0,0,0," 1,00,000 "
 Mobile ,USA,New York City,2,2013-12,2013-Q4,2013,80000,0,0,0,"80,000"
 Finance ,USA,Boise,1,2006-01,2006-Q1,2006,0,7000000,0,7000000," 70,00,000 "
 Clean Technology ,USA,SF Bay Area,1,2004-01,2004-Q1,2004,0,0,0,0," 10,00,000 "
,,,1,2012-05,2012-Q2,2012,250000,0,0,0," 2,50,000 "
 Content Creators ,USA,Chattanooga,1,2013-11,2013-Q4,2013,250000,0,0,0," 2,50,000 "
 Hardware + Software ,USA,Hartford,2,2012-01,2012-Q1,2012,0,500000,0,0," 5,00,000 "
 Curated Web ,USA,SF Bay Area,2,2010-01,2010-Q1,2010,0,14200000,14200000,0," 1,42,00,000 "
 Finance ,USA,SF Bay Area,3,2010-05,2010-Q2,2010,277000,4500000,4500000,0," 47,77,000 "
 Software ,USA,SF Bay Area,3,2010-11,2010-Q4,2010,1000000,2000000,2000000,0," 30,00,000 "
 Content Creators ,USA,Los Angeles,3,2011-08,2011-Q3,2011,5145000,0,0,0," 64,45,000 "
 Venture Capital ,FIN,Helsinki,1,2012-11,2012-Q4,2012,535661,0,0,0," 5,35,661 "
 Real Estate ,USA,Orlando,1,2012-04,2012-Q2,2012,0,0,0,0, -   
 Enterprise Software ,,,1,2009-11,2009-Q4,2009,0,1446466,1446466,0," 14,46,466 "
 Food Processing ,USA,Chicago,1,2012-01,2012-Q1,2012,550000,0,0,0," 5,50,000 "
 Travel ,USA,Florida's Space Coast,1,2010-01,2010-Q1,2010,10000,0,0,0,"10,000"
 Hospitality ,USA,Philadelphia,2,2012-05,2012-Q2,2012,175000,200000,0,0," 3,75,000 "
 Software ,USA,SF Bay Area,2,2006-01,2006-Q1,2006,0,13196231,0,0," 1,31,96,231 "
,,,1,,,,0,0,0,0, -   
 Hardware + Software ,IND,Chennai,1,1986-01,1986-Q1,1986,0,16000000,0,0," 1,60,00,000 "
 Health Care ,ISR,Tel Aviv,2,2006-01,2006-Q1,2006,0,0,0,0," 16,44,000 "
 Software ,USA,SF Bay Area,1,1998-01,1998-Q1,1998,0,25000000,0,25000000," 2,50,00,000 "
 MMO Games ,USA,SF Bay Area,1,2009-01,2009-Q1,2009,0,0,0,0," 1,25,000 "
 Enterprise Software ,CAN,Toronto,3,2004-01,2004-Q1,2004,0,22125009,0,0," 6,71,25,009 "
,JPN,JPN - Other,1,,,,0,0,0,0, -   
 Enterprise Software ,USA,Austin,1,2014-02,2014-Q1,2014,275000,0,0,0," 2,75,000 "
 Advertising ,USA,Charlotte,1,2006-04,2006-Q2,2006,0,0,0,0, -   
 Biotechnology ,,,1,,,,0,3000000,3000000,0," 30,00,000 "
 Software ,USA,Philadelphia,1,,,,0,150000,0,0," 1,50,000 "
 Software ,USA,Minneapolis,2,2007-01,2007-Q1,2007,0,1831830,1531830,0," 18,31,830 "
 Reviews and Recommendations ,BGR,Zafirovo,1,2011-02,2011-Q1,2011,0,0,0,0, -   
 E-Commerce ,ARG,Buenos Aires,1,2014-01,2014-Q1,2014,35000,0,0,0,"35,000"
 Architecture ,USA,SF Bay Area,1,,,,0,1200000,1200000,0," 12,00,000 "
 Biotechnology ,USA,Kalamazoo,2,2009-06,2009-Q2,2009,0,484750,0,0," 16,09,750 "
 Real Estate ,,,4,2012-01,2012-Q1,2012,1850000,0,0,0," 24,50,000 "
 Real Estate ,,,3,2013-02,2013-Q1,2013,1600000,0,0,0," 16,00,000 "
 Broadcasting ,USA,Los Angeles,3,1980-01,1980-Q1,1980,0,72000000,0,0," 7,20,00,000 "
 Software ,USA,Las Vegas,1,2010-01,2010-Q1,2010,0,200000,0,0," 2,00,000 "
 Real Estate ,USA,New York City,2,2009-01,2009-Q1,2009,650000,2000000,2000000,0," 26,50,000 "
 Analytics ,GBR,London,5,2007-06,2007-Q2,2007,310000,3210000,3210000,0," 46,20,000 "
 Mobile ,,,1,2002-09,2002-Q3,2002,0,9300000,0,9300000," 93,00,000 "
 Enterprise Software ,USA,Los Angeles,3,,,,0,3200000,3200000,0," 36,25,000 "
,,,1,,,,0,0,0,0, -   
 Technology ,,,1,2014-01,2014-Q1,2014,100000,0,0,0," 1,00,000 "
,USA,Seattle,2,2012-09,2012-Q3,2012,1000000,0,300000,0," 10,00,000 "
 Social Media ,USA,SF Bay Area,2,2003-01,2003-Q1,2003,0,8300000,2000000,6300000," 83,00,000 "
 Software ,AUT,AUT - Other,1,2008-10,2008-Q4,2008,0,0,0,0, -   
 Messaging ,USA,"Washington, D.C.",7,2003-01,2003-Q1,2003,0,16701497,0,0," 2,02,01,497 "
 Games ,USA,Harrisburg,2,2011-12,2011-Q4,2011,418750,0,0,0," 4,18,750 "
 Analytics ,USA,St. Louis,1,1996-01,1996-Q1,1996,180000,0,0,0," 1,80,000 "
 Market Research ,GBR,Manchester,1,2012-02,2012-Q1,2012,0,0,0,0," 9,09,150 "
 Games ,USA,SF Bay Area,1,2006-11,2006-Q4,2006,0,0,0,0," 5,00,000 "
 Facebook Applications ,AUT,Vienna,1,2011-05,2011-Q2,2011,130000,0,0,0," 1,30,000 "
 Consumer Electronics ,USA,WV - Other,1,2009-09,2009-Q3,2009,0,0,0,0,"6,000"
 Software ,USA,New York City,2,2006-01,2006-Q1,2006,0,1347498,0,0," 13,47,498 "
 Databases ,USA,SF Bay Area,2,2011-01,2011-Q1,2011,1900000,7100000,7100000,0," 90,00,000 "
 Marketing Automation ,,,2,2013-02,2013-Q1,2013,0,0,0,0," 36,00,000 "
 Career Management ,USA,New York City,3,2007-01,2007-Q1,2007,0,14700000,3000000,4700000," 1,47,00,000 "
 Software ,USA,"Washington, D.C.",2,2004-01,2004-Q1,2004,0,13000000,5000000,8000000," 1,30,00,000 "
 Software ,USA,Dallas,7,1995-01,1995-Q1,1995,0,59535352,31612500,6500000," 6,64,01,577 "
 Curated Web ,GBR,Newcastle,1,2012-01,2012-Q1,2012,431846,0,0,0," 4,31,846 "
 Search ,USA,SF Bay Area,2,2012-06,2012-Q2,2012,1100000,6000000,6000000,0," 71,00,000 "
 Curated Web ,USA,Seattle,2,2006-10,2006-Q4,2006,0,1200000,1200000,0," 19,50,000 "
 Social Media ,CAN,Toronto,1,2011-09,2011-Q3,2011,350000,0,0,0," 3,50,000 "
 Software ,RUS,Kazan,12,2012-01,2012-Q1,2012,275300,154000,0,0," 5,66,000 "
 Internet Technology ,,,1,2013-02,2013-Q1,2013,0,0,0,0, -   
 Mobile Games ,GBR,London,1,2013-01,2013-Q1,2013,0,0,0,0, -   
 Software ,DEU,Munich,1,1999-01,1999-Q1,1999,0,10354400,0,0," 1,03,54,400 "
 Games ,USA,Denver,3,2002-01,2002-Q1,2002,0,82750000,1750000,31000000," 8,27,50,000 "
 E-Commerce ,GBR,London,1,1997-01,1997-Q1,1997,0,0,0,0," 10,00,00,000 "
 Curated Web ,USA,Las Vegas,1,2011-06,2011-Q2,2011,0,0,0,0,"3,000"
 Social Network Media ,USA,SF Bay Area,2,,,,1000000,800000,0,0," 18,00,000 "
 Real Estate ,IND,Bangalore,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Real Estate ,USA,"Naples, Florida",1,2014-01,2014-Q1,2014,0,0,0,0," 1,25,000 "
 Real Estate ,USA,Los Angeles,4,2013-01,2013-Q1,2013,1000000,9050000,9000000,0," 1,00,50,000 "
 Storage ,,,1,2013-01,2013-Q1,2013,750000,0,0,0," 7,50,000 "
 Real Estate ,,,2,2013-04,2013-Q2,2013,0,1900000,0,0," 19,00,000 "
 Health Care ,ISR,Haifa,1,2008-01,2008-Q1,2008,0,10000000,0,0," 1,00,00,000 "
 Curated Web ,USA,Miami,5,2001-04,2001-Q2,2001,500000,5000000,5000000,0," 1,52,08,936 "
 Real Estate ,USA,Chicago,1,2012-01,2012-Q1,2012,300000,0,0,0," 3,00,000 "
 Real Time ,,,1,2012-11,2012-Q4,2012,300000,0,0,0," 3,00,000 "
 Developer APIs ,USA,SF Bay Area,1,2012-06,2012-Q2,2012,0,0,0,0, -   
 Biotechnology ,USA,SF Bay Area,1,2003-01,2003-Q1,2003,0,2100000,0,0," 21,00,000 "
 Biotechnology ,DNK,DNK - Other,3,2008-01,2008-Q1,2008,380000,1309068,0,0," 16,89,068 "
,GBR,Livingston,1,,,,0,0,0,0, -   
 E-Commerce ,IND,Hyderabad,2,2008-01,2008-Q1,2008,0,1550000,1550000,0," 25,50,000 "
 Real Estate ,,,1,,,,0,0,0,0, -   
 Biotechnology ,USA,Dallas,4,2002-01,2002-Q1,2002,0,18949840,0,0," 39,69,49,840 "
 Games ,USA,Seattle,1,2001-01,2001-Q1,2001,0,2000000,2000000,0," 20,00,000 "
 Fashion ,,,1,,,,1200000,0,0,0," 12,00,000 "
 Wine And Spirits ,USA,SF Bay Area,1,2012-12,2012-Q4,2012,10000,0,0,0,"10,000"
 Games ,USA,New York City,1,2007-01,2007-Q1,2007,0,1000000,1000000,0," 10,00,000 "
 E-Commerce ,DEU,Hamburg,2,2013-08,2013-Q3,2013,0,0,0,0, -   
 Fashion ,USA,New York City,1,2010-09,2010-Q3,2010,0,0,0,0, -   
 Reviews and Recommendations ,CAN,Toronto,1,2012-01,2012-Q1,2012,0,5500002,5500002,0," 55,00,002 "
 Photography ,USA,Houston,1,2009-01,2009-Q1,2009,0,10400000,10400000,0," 1,04,00,000 "
 E-Commerce ,USA,Baltimore,2,2013-01,2013-Q1,2013,4000000,0,0,0," 40,00,000 "
 Publishing ,USA,New York City,2,2012-06,2012-Q2,2012,2500000,10250000,10250000,0," 1,27,50,000 "
 Biotechnology ,USA,MN - Other,2,2011-01,2011-Q1,2011,0,27780000,0,25000000," 2,77,80,000 "
 Health Care ,USA,Boston,1,2009-01,2009-Q1,2009,0,0,0,0," 1,00,000 "
 Storage ,USA,Denver,2,2007-01,2007-Q1,2007,0,6700000,0,5700000," 67,00,000 "
 Venture Capital ,USA,SF Bay Area,1,,,,0,0,0,0, -   
 Information Services ,USA,Seattle,2,2011-10,2011-Q4,2011,225000,0,0,0," 2,69,000 "
 Sports ,USA,AR - Other,1,2008-09,2008-Q3,2008,0,0,0,0, -   
 Clean Technology ,USA,Denver,1,2012-01,2012-Q1,2012,40000,0,0,0,"40,000"
 VoIP ,,,1,2006-07,2006-Q3,2006,0,20000000,20000000,0," 2,00,00,000 "
 E-Commerce ,,,1,2009-01,2009-Q1,2009,0,0,0,0, -   
 Search ,USA,SF Bay Area,1,2011-08,2011-Q3,2011,0,0,0,0,"50,000"
 Automotive ,USA,Los Angeles,1,2010-01,2010-Q1,2010,2000000,0,0,0," 20,00,000 "
 Health and Wellness ,USA,SF Bay Area,1,2014-01,2014-Q1,2014,25000,0,0,0,"25,000"
 Film ,GBR,London,1,2013-02,2013-Q1,2013,19299,0,0,0,"19,299"
,USA,"Columbus, Ohio",1,2011-01,2011-Q1,2011,0,0,0,0, -   
 Mobile ,USA,Detroit,1,,,,0,15000000,15000000,0," 1,50,00,000 "
 E-Commerce ,GBR,London,1,,,,40000,0,0,0,"40,000"
 Games ,,,1,2004-10,2004-Q4,2004,450000,0,0,0," 4,50,000 "
 Biotechnology ,USA,Dallas,1,,,,0,0,0,0," 1,01,54,182 "
 Biotechnology ,,,1,,,,0,2500000,0,0," 25,00,000 "
,,,1,,,,0,0,0,0, -   
 Biotechnology ,USA,San Diego,4,2007-01,2007-Q1,2007,0,73480066,25000000,0," 7,34,80,066 "
 Colleges ,USA,Los Angeles,1,2013-04,2013-Q2,2013,0,0,0,0, -   
 Wholesale ,GBR,London,1,2012-01,2012-Q1,2012,0,0,0,0,"42,889"
 Clean Technology ,NLD,Amsterdam,1,2011-01,2011-Q1,2011,40000,0,0,0,"40,000"
 Biotechnology ,SWE,SWE - Other,1,1995-01,1995-Q1,1995,0,0,0,0," 21,03,84,730 "
 Software ,GBR,Gateshead,2,2009-01,2009-Q1,2009,0,0,0,0," 5,22,965 "
 Legal ,USA,"Columbus, Ohio",1,2009-01,2009-Q1,2009,0,50000,0,0,"50,000"
 Travel ,ESP,Madrid,3,2012-01,2012-Q1,2012,676644,0,0,0," 14,48,554 "
 Curated Web ,USA,SF Bay Area,2,,,,70000,0,0,0," 8,40,000 "
 Social Media ,,,1,2013-08,2013-Q3,2013,31774,0,0,0,"31,774"
 Recruiting ,PER,Lima,1,2013-11,2013-Q4,2013,12500,0,0,0,"12,500"
 Customer Service ,CAN,Montreal,1,,,,0,0,0,0, -   
 Analytics ,CAN,Ottawa,1,2000-01,2000-Q1,2000,0,0,0,0, -   
 Software ,USA,Allentown,2,2010-01,2010-Q1,2010,415000,0,0,0," 4,15,000 "
 Health Care ,USA,New York City,1,2011-01,2011-Q1,2011,0,3300000,3300000,0," 33,00,000 "
 Biotechnology ,USA,Minneapolis,3,2008-01,2008-Q1,2008,0,2575800,2000000,0," 25,75,800 "
 Curated Web ,,,2,,,,0,0,0,0," 17,40,415 "
 Loyalty Programs ,NLD,Amsterdam,1,2010-09,2010-Q3,2010,156240,0,0,0," 1,56,240 "
 Curated Web ,DEU,DEU - Other,2,2014-02,2014-Q1,2014,0,0,0,0, -   
 Public Relations ,FRA,Paris,1,,,,0,9298870,0,0," 92,98,870 "
 Enterprise Software ,USA,SF Bay Area,2,2000-01,2000-Q1,2000,0,15000000,0,0," 1,50,00,000 "
 Consulting ,CHE,Baar,1,2011-06,2011-Q2,2011,0,0,0,0, -   
 Electronics ,CAN,Vancouver,3,2008-01,2008-Q1,2008,0,17000000,17000000,0," 1,70,00,000 "
 Enterprise Software ,USA,Denver,1,2007-01,2007-Q1,2007,0,0,0,0," 2,00,00,000 "
 Data Security ,USA,SF Bay Area,1,,,,0,16000000,0,0," 1,60,00,000 "
 Hardware + Software ,USA,Minneapolis,2,2006-01,2006-Q1,2006,0,0,0,0," 3,52,500 "
 Software ,USA,Seattle,1,2013-01,2013-Q1,2013,215000,0,0,0," 2,15,000 "
 Software ,,,2,2005-01,2005-Q1,2005,0,12000000,3000000,9000000," 1,20,00,000 "
 Search ,USA,Boston,3,2009-01,2009-Q1,2009,0,20900000,2200000,6700000," 2,09,00,000 "
 Video ,USA,Las Vegas,3,2008-11,2008-Q4,2008,0,1000000,1000000,0," 15,00,000 "
,USA,Denver,1,,,,0,0,0,0," 2,50,000 "
 E-Commerce ,CHL,Santiago,1,2013-11,2013-Q4,2013,40000,0,0,0,"40,000"
 Software ,,,1,,,,0,713450,0,0," 7,13,450 "
 Shopping ,USA,"Washington, D.C.",1,2011-10,2011-Q4,2011,300000,0,0,0," 3,00,000 "
 E-Commerce ,,,1,2011-08,2011-Q3,2011,50000,0,0,0,"50,000"
,USA,SF Bay Area,1,,,,50000,0,0,0,"50,000"
 Manufacturing ,USA,Minneapolis,1,2011-01,2011-Q1,2011,0,23950000,23950000,0," 2,39,50,000 "
 Game ,,,1,,,,20000,0,0,0,"20,000"
 Human Resources ,USA,Providence,2,2013-12,2013-Q4,2013,75000,0,0,0,"75,000"
 Consulting ,HKG,Hong Kong,1,2008-01,2008-Q1,2008,0,0,0,0," 8,00,000 "
 Apps ,USA,Denver,1,2010-01,2010-Q1,2010,750000,0,0,0," 7,50,000 "
 Crowdsourcing ,AUS,Sydney,2,2011-08,2011-Q3,2011,1100000,0,0,0," 11,00,000 "
 Consulting ,USA,Denver,1,2000-01,2000-Q1,2000,0,15000,0,0,"15,000"
 Curated Web ,USA,Nashville,1,2012-09,2012-Q3,2012,50000,0,0,0,"50,000"
 Recruiting ,USA,Chicago,1,2008-08,2008-Q3,2008,0,6000000,6000000,0," 60,00,000 "
 Clean Technology ,,,1,1993-01,1993-Q1,1993,0,18705000,0,0," 1,87,05,000 "
 Games ,,,1,2013-01,2013-Q1,2013,0,1500000,0,0," 15,00,000 "
 Information Technology ,USA,SF Bay Area,3,2009-07,2009-Q3,2009,1600000,18000000,6000000,12000000," 1,96,00,000 "
 Clean Technology ,USA,SF Bay Area,2,,,,0,85000000,10000000,75000000," 8,50,00,000 "
 Clean Technology ,USA,SF Bay Area,2,2005-08,2005-Q3,2005,0,14000000,6000000,0," 1,40,00,000 "
 Game Mechanics ,USA,New York City,4,2004-01,2004-Q1,2004,0,85100000,13100000,30000000," 8,51,00,000 "
 Energy Efficiency ,USA,Fayetteville,1,2011-05,2011-Q2,2011,0,0,0,0, -   
 Recycling ,USA,Houston,2,2009-07,2009-Q3,2009,620000,0,0,0," 6,20,000 "
 Mobile ,DEU,Hamburg,1,2010-01,2010-Q1,2010,0,0,0,0, -   
 Manufacturing ,USA,Newark,1,2014-09,2014-Q3,2014,0,0,0,0, -   
 Biotechnology ,USA,SF Bay Area,3,,,,0,9900000,0,0," 99,00,000 "
 Specialty Retail ,USA,"Greenville, North Carolina",1,2014-05,2014-Q2,2014,0,0,0,0, -   
 Games ,USA,Anaheim,2,2005-01,2005-Q1,2005,0,41500000,18500000,23000000," 4,15,00,000 "
 Advertising ,GBR,Staffordshire,3,2007-03,2007-Q1,2007,0,629584,0,158579," 6,29,584 "
 Clean Technology ,,,1,2012-01,2012-Q1,2012,0,20000000,20000000,0," 2,00,00,000 "
 Advertising ,USA,SF Bay Area,1,2009-01,2009-Q1,2009,0,0,0,0, -   
 Manufacturing ,USA,Baltimore,1,1989-01,1989-Q1,1989,0,1250000,0,0," 12,50,000 "
 Internet of Things ,USA,New York City,1,,,,20000,0,0,0,"20,000"
