 market ,country_code,region,funding_rounds,founded_month,founded_quarter,founded_year,seed,venture,round_A,round_B, funding_total_usd 
 Hardware + Software ,USA,Pittsburgh,4,2005-01,2005-Q1,2005,0,60000000,0,0," 6,00,00,000 "
 Mobile ,,,1,2011-03,2011-Q1,2011,0,10000000,10000000,0," 1,00,00,000 "
 Kids ,USA,SF Bay Area,1,2012-01,2012-Q1,2012,50000,0,0,0,"50,000"
 Biotechnology ,USA,Boston,1,2011-01,2011-Q1,2011,0,0,0,0," 70,00,000 "
 Advertising ,GBR,Sunderland Bridge,4,2010-03,2010-Q1,2010,1121081,0,0,0," 11,21,081 "
 Interface Design ,DEU,Munich,1,2007-11,2007-Q4,2007,0,0,0,0, -   
 Pets ,BRA,Sao Paulo,1,2013-08,2013-Q3,2013,0,0,0,0," 7,62,500 "
 Curated Web ,DEU,Berlin,1,2012-01,2012-Q1,2012,0,0,0,0," 3,85,980 "
 Software ,USA,Raleigh,1,2004-01,2004-Q1,2004,0,250000,0,0," 2,50,000 "
 Mobile ,USA,Dallas,1,,,,15000,0,0,0,"15,000"
 Games ,CHN,Shanghai,1,,,,0,3500000,3500000,0," 35,00,000 "
 Software ,USA,New York City,2,2012-01,2012-Q1,2012,0,0,0,0," 4,40,000 "
 Business Services ,,,2,2013-10,2013-Q4,2013,30000,0,0,0,"80,000"
 Consumer Electronics ,USA,Ft. Lauderdale,1,2013-07,2013-Q3,2013,0,0,0,0," 1,80,000 "
 Sports ,USA,Providence,1,2011-08,2011-Q3,2011,0,0,0,0, -   
 Women ,USA,SF Bay Area,1,,,,0,0,0,0, -   
 Venture Capital ,FRA,Paris,1,2012-07,2012-Q3,2012,0,0,0,0, -   
,USA,SF Bay Area,1,,,,0,2013000,0,0," 20,13,000 "
 E-Commerce ,USA,SF Bay Area,6,2010-01,2010-Q1,2010,1400000,9500000,4500000,5000000," 1,29,00,000 "
,,,1,2014-08,2014-Q3,2014,100000,0,0,0," 1,00,000 "
 Photography ,CAN,Toronto,2,2009-10,2009-Q4,2009,525000,8800000,8800000,0," 93,25,000 "
 Online Shopping ,NGA,Lagos,1,,,,5000,0,0,0,"5,000"
 Automotive ,,,1,,,,0,4500000,0,0," 45,00,000 "
 Carbon ,CHN,Beijing,1,2007-09,2007-Q3,2007,0,0,0,0, -   
 Software ,CHN,Shanghai,3,2005-01,2005-Q1,2005,0,27000000,6000000,15000000," 2,70,00,000 "
 Real Estate ,CHN,CHN - Other,1,2009-01,2009-Q1,2009,0,0,0,0," 29,28,257 "
 E-Commerce ,CHN,CHN - Other,3,2002-11,2002-Q4,2002,0,9300000,0,6300000," 93,00,000 "
 Health Care ,CHN,Shenzhen,1,2012-01,2012-Q1,2012,0,0,0,0," 3,89,673 "
 Finance ,CHN,Beijing,2,,,,0,10000000,0,10000000," 1,00,00,000 "
 E-Commerce ,CHN,Beijing,2,,,,0,1000000,0,0," 11,58,814 "
 Education ,CHN,Beijing,2,2001-01,2001-Q1,2001,0,0,0,0, -   
 Online Shopping ,CHN,Shanghai,2,2006-01,2006-Q1,2006,0,20000000,0,20000000," 2,00,00,000 "
 Curated Web ,CHN,Shanghai,1,,,,0,10000000,0,10000000," 1,00,00,000 "
 Career Management ,CHN,Shanghai,1,2010-05,2010-Q2,2010,0,0,0,0, -   
 Education ,CHN,Beijing,4,2011-01,2011-Q1,2011,0,65100000,100000,10000000," 6,51,00,000 "
 Games ,CHN,Beijing,2,2007-08,2007-Q3,2007,0,1500000,1500000,0," 15,00,000 "
 Games ,CHN,Shanghai,1,,,,0,1000000,0,0," 10,00,000 "
 Manufacturing ,,,1,2003-01,2003-Q1,2003,0,0,0,0, -   
,USA,MD - Other,1,2009-06,2009-Q2,2009,0,0,0,0, -   
 Software ,,,1,2011-07,2011-Q3,2011,0,3000000,0,0," 30,00,000 "
 E-Commerce ,CHN,Beijing,2,2010-03,2010-Q1,2010,0,200000000,200000000,0," 20,00,00,000 "
 Photography ,CHN,Guangzhou,2,2005-04,2005-Q2,2005,0,30000000,10000000,20000000," 3,00,00,000 "
 Software ,CHN,CHN - Other,6,2005-01,2005-Q1,2005,0,140780000,5000000,5780000," 87,67,80,000 "
 Curated Web ,CHN,Beijing,1,,,,0,10000000,0,0," 1,00,00,000 "
 Web Design ,GBR,London,1,2011-01,2011-Q1,2011,5100000,0,0,0," 51,00,000 "
 Technology ,USA,Seattle,2,2008-01,2008-Q1,2008,0,0,0,0," 61,00,000 "
 Photography ,,,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Web Development ,,,1,2007-12,2007-Q4,2007,0,0,0,0," 3,68,750 "
 Medical ,USA,San Diego,2,,,,0,0,0,0, -   
 Software ,USA,Los Angeles,1,,,,0,0,0,0," 80,00,000 "
 Video ,USA,New York City,3,2007-01,2007-Q1,2007,0,12500000,5000000,7500000," 1,28,00,000 "
 Social Media ,GBR,London,1,2011-03,2011-Q1,2011,15873,0,0,0,"15,873"
,USA,Newark,1,2009-01,2009-Q1,2009,0,0,0,0, -   
 Software ,USA,Denver,1,2006-01,2006-Q1,2006,50000,0,0,0,"50,000"
 Games ,KOR,Seoul,2,2013-06,2013-Q2,2013,3987693,0,0,0," 39,87,693 "
 Social Media ,,,1,,,,30000,0,0,0,"30,000"
 Distribution ,USA,New York City,1,2012-07,2012-Q3,2012,250000,0,0,0," 2,50,000 "
 Mobile ,USA,SF Bay Area,1,2008-01,2008-Q1,2008,0,7000000,7000000,0," 70,00,000 "
 Mobile Games ,USA,Sacramento,1,2009-01,2009-Q1,2009,0,3000000,0,0," 30,00,000 "
 Internet Marketing ,USA,Seattle,4,2009-01,2009-Q1,2009,0,15302260,0,0," 1,71,29,760 "
 Finance ,GBR,Edinburgh,3,2009-06,2009-Q2,2009,300000,1000000,1000000,0," 13,00,000 "
 Curated Web ,USA,SF Bay Area,1,2010-10,2010-Q4,2010,0,0,0,0," 1,00,000 "
 Software ,USA,Chicago,3,2013-01,2013-Q1,2013,2700000,0,0,0," 30,50,000 "
 Real Estate ,,,1,,,,0,0,0,0, -   
 Education ,CHN,Beijing,1,,,,0,0,0,0, -   
 Web Hosting ,USA,SF Bay Area,1,2009-01,2009-Q1,2009,0,2000000,2000000,0," 20,00,000 "
 Enterprise Software ,USA,Raleigh,5,2008-01,2008-Q1,2008,0,10700000,3000000,7000000," 2,52,50,000 "
,USA,Austin,1,2009-01,2009-Q1,2009,0,0,0,0," 1,00,000 "
 Mobile ,,,2,2013-06,2013-Q2,2013,0,1000000,1000000,0," 10,00,000 "
 Photography ,CHN,CHN - Other,3,,,,0,30500000,4000000,15000000," 3,05,00,000 "
 Security ,ISR,Tel Aviv,3,2011-01,2011-Q1,2011,0,0,0,0, -   
 Predictive Analytics ,USA,SF Bay Area,2,2013-01,2013-Q1,2013,0,12000000,12000000,0," 1,20,00,000 "
,USA,SF Bay Area,1,2013-01,2013-Q1,2013,0,4000000,0,0," 40,00,000 "
 Finance ,ITA,Milan,1,,,,0,3134880,0,0," 31,34,880 "
 Software ,USA,Raleigh,2,2004-01,2004-Q1,2004,0,6700000,5000000,0," 67,00,000 "
 Nanotechnology ,USA,Baltimore,1,2013-07,2013-Q3,2013,0,0,0,0, -   
 Games ,HKG,Hong Kong,2,2008-06,2008-Q2,2008,0,52588928,0,0," 5,25,88,928 "
 Software ,DEU,Berlin,5,2010-09,2010-Q3,2010,0,23857750,4200000,19000000," 2,38,57,750 "
 E-Commerce ,USA,Austin,3,2006-01,2006-Q1,2006,3800000,2368902,0,0," 65,28,902 "
 Health and Wellness ,USA,Norfolk - Virginia Beach,2,2013-01,2013-Q1,2013,0,0,0,0, -   
,,,1,,,,150000,0,0,0," 1,50,000 "
 Biotechnology ,USA,Greenville - Spartanburg,1,1997-01,1997-Q1,1997,0,1613014,0,0," 16,13,014 "
 Games ,USA,Ft. Lauderdale,1,,,,0,10000000,0,0," 1,00,00,000 "
 Enterprise Software ,JPN,JPN - Other,1,,,,295000,0,0,0," 2,95,000 "
 Small and Medium Businesses ,USA,Ft. Lauderdale,5,2011-03,2011-Q1,2011,450000,0,0,0," 24,50,000 "
 Predictive Analytics ,FIN,Helsinki,1,2012-01,2012-Q1,2012,190035,0,0,0," 1,90,035 "
 E-Commerce ,,,1,2011-06,2011-Q2,2011,0,3107198,3107198,0," 31,07,198 "
 Manufacturing ,,,1,,,,0,0,0,0, -   
 Curated Web ,NZL,Wellington,1,2010-05,2010-Q2,2010,650000,0,0,0," 6,50,000 "
,USA,SF Bay Area,1,2011-01,2011-Q1,2011,2875000,0,0,0," 28,75,000 "
 Manufacturing ,USA,Houston,1,2012-04,2012-Q2,2012,0,0,0,0," 15,00,000 "
 Clean Technology ,USA,Boston,5,2009-01,2009-Q1,2009,0,9400000,0,4500000," 1,11,10,000 "
 Social Media ,GBR,Surbiton,1,2011-01,2011-Q1,2011,0,47566,0,0,"47,566"
 Music ,GBR,London,4,2004-01,2004-Q1,2004,0,18500000,8500000,0," 2,01,00,000 "
 Games ,CHN,Shanghai,1,2006-01,2006-Q1,2006,0,0,0,0, -   
 Games ,CHN,Beijing,1,2003-01,2003-Q1,2003,0,0,0,0," 11,36,548 "
 Software ,USA,Seattle,2,2013-01,2013-Q1,2013,0,460775,0,0," 4,60,775 "
 Games ,CHN,Shenzhen,3,2008-01,2008-Q1,2008,0,3989751,0,3989751," 39,89,751 "
 Web Hosting ,USA,Akron - Canton,4,2006-01,2006-Q1,2006,0,9850000,5600000,4000000," 98,50,000 "
 SEO ,USA,Milwaukee,2,2009-04,2009-Q2,2009,600000,0,0,0," 6,00,000 "
 Publishing ,NLD,Amsterdam,2,2013-03,2013-Q1,2013,269260,0,0,0," 2,69,260 "
 Personal Finance ,HKG,Hong Kong,3,2012-05,2012-Q2,2012,0,18500000,9500000,9000000," 1,85,00,000 "
,USA,Pittsburgh,1,,,,0,0,0,0, -   
 Social Media ,CAN,Toronto,1,,,,0,2100000,0,0," 21,00,000 "
 Web Hosting ,CHN,Beijing,3,2004-06,2004-Q2,2004,0,34000000,17000000,0," 3,40,00,000 "
 E-Commerce ,USA,"Washington, D.C.",1,2012-01,2012-Q1,2012,0,100000,100000,0," 1,00,000 "
 Curated Web ,USA,SF Bay Area,1,2006-06,2006-Q2,2006,0,0,0,0, -   
,USA,Pittsburgh,3,,,,0,0,0,0, -   
 Health and Wellness ,USA,Anaheim,1,2011-01,2011-Q1,2011,0,5100000,0,0," 51,00,000 "
 Digital Entertainment ,USA,New York City,2,2012-01,2012-Q1,2012,2000000,25000000,25000000,0," 2,70,00,000 "
,USA,Los Angeles,1,,,,0,400000,0,0," 4,00,000 "
 E-Commerce ,CHN,CHN - Other,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Mobile ,DEU,Berlin,1,,,,0,0,0,0, -   
 Task Management ,,,1,2008-01,2008-Q1,2008,0,0,0,0, -   
 Advertising ,GBR,London,2,2013-02,2013-Q1,2013,140000,0,0,0," 1,40,000 "
 Virtual Worlds ,USA,Boston,2,,,,0,12250000,7000000,5250000," 1,22,50,000 "
 Big Data ,TUR,Istanbul,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Fashion ,USA,New York City,1,2012-03,2012-Q1,2012,0,0,0,0, -   
 Exercise ,,,1,2014-03,2014-Q1,2014,200000,0,0,0," 2,00,000 "
 Public Relations ,ISR,ISR - Other,2,,,,1500000,0,0,0," 15,00,000 "
 Clean Technology ,USA,Sacramento,1,,,,0,30000000,0,0," 3,00,00,000 "
 Technology ,SGP,Singapore,2,2014-02,2014-Q1,2014,39473,0,0,0,"79,501"
 Fashion ,USA,Los Angeles,1,2013-01,2013-Q1,2013,0,0,0,0, -   
 E-Commerce ,USA,Minneapolis,3,2008-11,2008-Q4,2008,0,15000000,5000000,10000000," 1,55,90,000 "
 Music ,USA,SF Bay Area,2,2008-08,2008-Q3,2008,1500000,1279980,0,0," 27,79,980 "
 Travel ,CHN,Shanghai,1,2011-01,2011-Q1,2011,0,24600000,0,0," 2,46,00,000 "
 Mobile ,SGP,Singapore,1,2011-06,2011-Q2,2011,0,0,0,0," 1,50,000 "
 Telecommunications ,USA,SF Bay Area,1,1987-01,1987-Q1,1987,0,0,0,0," 3,06,08,728 "
 Consulting ,USA,SF Bay Area,2,2013-01,2013-Q1,2013,0,0,0,0," 45,00,000 "
 Manufacturing ,USA,Boston,3,2012-01,2012-Q1,2012,0,15100000,8100000,7000000," 1,77,00,000 "
 News ,GBR,London,2,2011-01,2011-Q1,2011,0,23800000,0,0," 2,38,00,000 "
 Television ,ISR,Tel Aviv,1,2013-06,2013-Q2,2013,0,0,0,0," 1,00,000 "
 Mobile ,CHN,Fuzhou Shi,1,,,,0,20000000,0,0," 2,00,00,000 "
 Mobile ,,,1,,,,0,0,0,0," 3,17,460 "
 Mobile ,CHN,Fuzhou Shi,1,2010-09,2010-Q3,2010,0,0,0,0," 3,00,00,000 "
,USA,Dallas,1,2013-12,2013-Q4,2013,0,0,0,0, -   
,USA,Chattanooga,1,,,,15000,0,0,0,"15,000"
 Social Media ,,,1,,,,0,0,0,0," 45,02,251 "
 Finance ,,,1,,,,0,0,0,0," 6,35,90,263 "
 Finance ,CHN,Beijing,3,,,,0,19790000,9790000,10000000," 1,97,90,000 "
 Mobile ,IND,New Delhi,1,2010-01,2010-Q1,2010,1000000,0,1000000,0," 10,00,000 "
 Finance ,ITA,Milan,1,2011-10,2011-Q4,2011,1380700,0,0,0," 13,80,700 "
 Local Businesses ,SGP,Singapore,1,,,,560000,0,0,0," 5,60,000 "
 Payments ,CHN,Shanghai,4,2005-01,2005-Q1,2005,0,81574271,0,15050000," 8,15,74,271 "
,USA,Boston,2,,,,0,0,0,0," 5,00,000 "
 Design ,USA,SF Bay Area,1,2008-02,2008-Q1,2008,0,35000000,35000000,0," 3,50,00,000 "
 Fashion ,AUS,Sydney,2,2010-01,2010-Q1,2010,105651,0,0,0," 1,05,651 "
 Automotive ,,,1,,,,0,0,0,0," 7,50,00,000 "
 Enterprise Software ,BRA,Sao Paulo,1,2012-09,2012-Q3,2012,0,0,0,0, -   
 E-Commerce ,IND,Vadodara,1,2012-03,2012-Q1,2012,20000,0,0,0,"20,000"
 Manufacturing ,,,1,2009-01,2009-Q1,2009,0,0,0,0," 75,75,757 "
 Software ,IND,Bangalore,3,2011-02,2011-Q1,2011,10000,0,0,0," 2,10,000 "
 E-Commerce ,CHN,Shanghai,1,2005-01,2005-Q1,2005,0,0,0,0, -   
 Automotive ,CHN,Beijing,2,2009-11,2009-Q4,2009,80000,0,0,0,"80,000"
 Restaurants ,,,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 E-Commerce ,CHN,Shanghai,2,2005-03,2005-Q1,2005,0,9600000,9600000,0," 96,00,000 "
 SEO ,RUS,Perm,1,2011-05,2011-Q2,2011,70000,0,0,0,"70,000"
 Travel ,DEU,Berlin,1,2011-02,2011-Q1,2011,0,0,0,0, -   
 Advertising ,KOR,Seoul,3,2011-10,2011-Q4,2011,0,0,0,0," 14,32,051 "
 Social Media ,HKG,Hong Kong,2,2008-01,2008-Q1,2008,2800000,0,0,0," 28,00,000 "
 SaaS ,USA,"Washington, D.C.",2,2011-01,2011-Q1,2011,0,4100000,4100000,0," 41,00,000 "
 Software ,USA,Seattle,1,2013-01,2013-Q1,2013,900000,0,0,0," 9,00,000 "
 Photography ,,,2,1999-01,1999-Q1,1999,0,10000000,0,0," 1,00,00,000 "
 Enterprise Software ,USA,Seattle,2,2010-06,2010-Q2,2010,500000,0,0,0," 9,25,000 "
 Software ,USA,Austin,1,2002-01,2002-Q1,2002,0,0,0,0," 4,35,400 "
 Mobile ,CHN,Shanghai,2,2011-09,2011-Q3,2011,0,0,0,0, -   
 Games ,CHN,Shanghai,1,,,,0,0,0,0," 10,00,00,000 "
,USA,DE - Other,2,2014-09,2014-Q3,2014,700000,0,0,0," 7,00,000 "
 Mobile Payments ,USA,Albuquerque,1,2011-05,2011-Q2,2011,0,0,0,0," 35,00,000 "
 Security ,ISR,ISR - Other,1,2013-01,2013-Q1,2013,450000,0,0,0," 4,50,000 "
,USA,Raleigh,1,2013-09,2013-Q3,2013,0,0,0,0, -   
 Travel & Tourism ,USA,Los Angeles,1,2008-11,2008-Q4,2008,0,0,0,0, -   
 Health and Wellness ,USA,Ontario - Inland Empire,1,2004-01,2004-Q1,2004,0,0,0,0, -   
 Social Games ,USA,SF Bay Area,2,2009-10,2009-Q4,2009,0,7712103,0,0," 1,03,12,103 "
 Games ,,,1,,,,0,560248,0,0," 5,60,248 "
 E-Commerce ,USA,Providence,1,,,,50000,0,0,0,"50,000"
 Health and Wellness ,USA,Atlanta,1,2008-01,2008-Q1,2008,0,500000,0,0," 5,00,000 "
 Creative ,,,1,,,,0,0,0,0, -   
,USA,"Columbus, Ohio",1,2011-01,2011-Q1,2011,0,0,0,0, -   
 Mobile ,USA,SF Bay Area,2,2005-06,2005-Q2,2005,0,7550000,3500000,4050000," 75,50,000 "
,USA,Boston,1,,,,50000,0,0,0,"50,000"
 Finance ,IND,Mumbai,1,2000-03,2000-Q1,2000,0,6410000,0,6410000," 64,10,000 "
 Hospitality ,USA,VA - Other,1,,,,0,0,0,0, -   
 Software ,,,1,2011-03,2011-Q1,2011,15000,0,0,0,"15,000"
,USA,Florida's Space Coast,1,2011-11,2011-Q4,2011,0,0,0,0, -   
 Coupons ,,,1,,,,2500,0,0,0,"2,500"
 Water Purification ,USA,Milwaukee,1,,,,0,0,0,0," 11,00,00,000 "
 Consulting ,USA,Denver,1,2006-07,2006-Q3,2006,0,0,0,0, -   
 Biotechnology ,USA,Baltimore,2,,,,0,2100002,2000000,0," 21,00,002 "
 Twitter Applications ,,,1,2013-10,2013-Q4,2013,43138,0,0,0,"43,138"
,USA,Nashville,1,1989-01,1989-Q1,1989,0,0,0,0, -   
 Clean Technology ,GBR,Bristol,1,,,,0,0,0,0," 11,58,37,966 "
 Biotechnology ,USA,San Diego,1,,,,0,3000000,0,0," 30,00,000 "
 Clean Technology ,CHN,Shenyang,1,2003-01,2003-Q1,2003,0,10200000,0,0," 1,02,00,000 "
 Software ,JPN,Tokyo,1,2012-05,2012-Q2,2012,0,0,0,0, -   
 Fashion ,DNK,DNK - Other,1,,,,0,0,0,0, -   
 Health and Wellness ,USA,Minneapolis,1,,,,0,250000,0,0," 2,50,000 "
 News ,USA,Los Angeles,1,2012-12,2012-Q4,2012,0,0,0,0, -   
 E-Commerce ,USA,NJ - Other,1,1984-01,1984-Q1,1984,0,10000000,0,0," 1,00,00,000 "
 Retail ,IND,IND - Other,2,,,,75336,0,0,0,"96,932"
 Biotechnology ,USA,SF Bay Area,2,,,,0,32142818,0,0," 3,21,42,818 "
 Business Productivity ,USA,Atlanta,1,2012-12,2012-Q4,2012,20000,0,0,0,"20,000"
 Communications Hardware ,USA,SF Bay Area,4,2004-10,2004-Q4,2004,0,38000000,6000000,9000000," 11,80,00,000 "
 Batteries ,USA,Worcester,8,2001-01,2001-Q1,2001,0,251000000,32000000,30000000," 50,28,60,000 "
,RUS,St. Petersburg,1,,,,500000,0,0,0," 5,00,000 "
 Advertising ,USA,Newark,1,,,,0,25000000,25000000,0," 2,50,00,000 "
,,,1,,,,0,0,0,0, -   
 Music ,CHN,Shenzhen,2,2000-01,2000-Q1,2000,0,50000000,30000000,20000000," 5,00,00,000 "
 Curated Web ,CHN,CHN - Other,2,,,,0,1623640,1623640,0," 16,23,640 "
 Mobile ,CHN,Beijing,1,,,,0,0,0,0,"16,474"
 Biotechnology ,USA,"Wilmington - Cape Fear, North Carolina",1,1979-01,1979-Q1,1979,0,0,0,0," 2,00,00,000 "
 Music ,USA,Ft. Lauderdale,1,2000-05,2000-Q2,2000,0,0,0,0," 3,50,000 "
 Biotechnology ,USA,Indianapolis,1,2008-01,2008-Q1,2008,0,0,0,0," 5,00,000 "
 Search ,USA,SF Bay Area,2,2007-07,2007-Q3,2007,0,5250000,5250000,0," 60,00,000 "
 Advertising ,,,3,2010-09,2010-Q3,2010,0,0,0,0, -   
 Fashion ,USA,Chicago,1,2008-01,2008-Q1,2008,0,0,0,0, -   
 Human Resources ,USA,Chicago,1,2006-01,2006-Q1,2006,0,0,0,0," 2,00,00,000 "
 Biotechnology ,USA,Detroit,1,1989-01,1989-Q1,1989,0,40000000,0,0," 4,00,00,000 "
 Social Media ,BRA,BRA - Other,2,2010-06,2010-Q2,2010,151022,0,0,0," 1,51,022 "
 Mobile ,FIN,Helsinki,1,2009-01,2009-Q1,2009,0,4260000,0,0," 42,60,000 "
,FRA,Paris,1,,,,0,12000000,12000000,0," 1,20,00,000 "
 Health Care Information Technology ,USA,Boston,1,,,,0,0,0,0, -   
,USA,Bangor,1,2010-01,2010-Q1,2010,0,4845819,0,0," 48,45,819 "
 Finance ,NGA,Lagos,1,,,,0,0,0,0," 49,00,000 "
 Analytics ,FRA,Paris,1,2011-01,2011-Q1,2011,1412834,0,0,0," 14,12,834 "
 Real Estate ,USA,Gainesville,1,2014-05,2014-Q2,2014,0,0,0,0, -   
 Education ,ESP,Barcelona,1,2007-01,2007-Q1,2007,0,3356695,0,0," 33,56,695 "
 3D ,,,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Analytics ,USA,Seattle,1,2000-04,2000-Q2,2000,0,500000,0,0," 5,00,000 "
 Software ,GBR,London,1,1977-01,1977-Q1,1977,0,0,0,0," 34,09,315 "
 Software ,USA,New York City,1,2013-01,2013-Q1,2013,3500000,0,0,0," 35,00,000 "
,HKG,Hong Kong,1,,,,41250,0,0,0,"41,250"
 Clean Technology ,USA,Miami,6,2006-01,2006-Q1,2006,2781795,1276036,0,0," 42,11,031 "
 Advertising Platforms ,USA,SF Bay Area,1,2013-01,2013-Q1,2013,0,825000,0,0," 8,25,000 "
 Financial Services ,USA,Detroit,1,2011-04,2011-Q2,2011,0,0,0,0, -   
 Biotechnology ,CAN,Vancouver,3,2011-01,2011-Q1,2011,20014,380974,0,0," 4,00,988 "
 Software ,FRA,Neuilly-sur-seine,1,2001-01,2001-Q1,2001,0,1770000,1770000,0," 17,70,000 "
 Software ,DEU,Stuttgart,1,1999-01,1999-Q1,1999,0,4540000,0,0," 45,40,000 "
 Curated Web ,USA,SF Bay Area,2,1997-01,1997-Q1,1997,0,4100000,0,0," 44,00,000 "
 Technology ,CHE,Zurich,1,1988-01,1988-Q1,1988,0,0,0,0," 27,00,000 "
,USA,Austin,1,2006-01,2006-Q1,2006,0,600000,0,0," 6,00,000 "
 Pharmaceuticals ,,,1,2009-01,2009-Q1,2009,0,3355282,0,0," 33,55,282 "
 E-Commerce ,USA,New York City,5,2012-08,2012-Q3,2012,775000,0,0,0," 8,75,000 "
 Health and Wellness ,USA,Chicago,2,1991-01,1991-Q1,1991,0,0,0,0," 67,90,000 "
 Business Services ,RUS,Moscow,1,2004-01,2004-Q1,2004,0,0,0,0," 3,75,000 "
 Advertising ,IND,Chandigarh,1,2007-12,2007-Q4,2007,0,0,0,0,"25,000"
 Events ,GBR,London,2,1998-01,1998-Q1,1998,0,1800000,0,0," 7,87,99,653 "
 Social Media ,CRI,Costa Rica,1,2010-08,2010-Q3,2010,147000,0,0,0," 1,47,000 "
 Biotechnology ,CAN,Toronto,1,2010-01,2010-Q1,2010,0,2000000,2000000,0," 20,00,000 "
 Biotechnology ,GBR,London,1,2001-01,2001-Q1,2001,0,0,0,0," 8,05,908 "
 Biotechnology ,GBR,London,1,,,,0,0,0,0," 16,22,347 "
 E-Commerce ,USA,Chicago,5,2009-09,2009-Q3,2009,0,18400000,3400000,5000000," 1,91,48,000 "
 Fashion ,,,1,2013-08,2013-Q3,2013,90000,0,0,0,"90,000"
 EDA Tools ,,,1,2012-02,2012-Q1,2012,0,0,0,0, -   
 Health Care ,USA,Dallas,1,,,,0,2012700,0,0," 20,12,700 "
 Biotechnology ,USA,Cleveland,2,2013-01,2013-Q1,2013,750000,3600000,0,0," 43,50,000 "
 Medical ,USA,Dallas,1,2010-02,2010-Q1,2010,0,0,0,0, -   
 Biotechnology ,USA,SF Bay Area,3,2000-06,2000-Q2,2000,0,39610000,16850000,0," 3,96,10,000 "
 Biotechnology ,USA,Newark,1,2011-01,2011-Q1,2011,2250180,0,0,0," 22,50,180 "
 Fashion ,USA,New York City,1,2010-01,2010-Q1,2010,0,0,0,0,"60,000"
 Health Care ,USA,Phoenix,1,2009-01,2009-Q1,2009,1500000,0,0,0," 15,00,000 "
 Health Care ,USA,Minneapolis,4,2000-01,2000-Q1,2000,0,33000000,0,0," 58,30,00,000 "
 Health Care ,USA,New York City,2,2008-01,2008-Q1,2008,0,9000000,3000000,6000000," 90,00,000 "
,,,1,2014-03,2014-Q1,2014,30000,0,0,0,"30,000"
 Curated Web ,USA,Boston,1,2008-01,2008-Q1,2008,0,6467283,6467283,0," 64,67,283 "
 Health Care ,GBR,London,2,2008-01,2008-Q1,2008,0,8140565,0,0," 81,40,565 "
 Fitness ,USA,SF Bay Area,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Nanotechnology ,CHE,Lausanne,1,2010-01,2010-Q1,2010,0,3986362,0,3986362," 39,86,362 "
 Virtualization ,GBR,London,8,2006-01,2006-Q1,2006,0,21870400,3870000,10000000," 2,55,60,400 "
 Cloud Infrastructure ,USA,SF Bay Area,4,2010-01,2010-Q1,2010,0,14130737,0,0," 1,41,30,737 "
 Accounting ,USA,Chicago,1,1998-08,1998-Q3,1998,500000,0,0,0," 5,00,000 "
,CAN,Halifax,1,,,,0,0,0,0, -   
 Online Travel ,USA,SF Bay Area,1,,,,0,0,0,0, -   
 Sales and Marketing ,USA,Atlanta,1,2009-09,2009-Q3,2009,0,0,0,0," 1,50,000 "
 Biotechnology ,USA,Kalamazoo,5,2011-01,2011-Q1,2011,5000,14875077,5300000,9575077," 2,59,30,577 "
 M2M ,USA,Raleigh,1,,,,50000,0,0,0,"50,000"
 Health and Wellness ,USA,Philadelphia,1,,,,0,0,0,0," 5,00,000 "
 Hardware + Software ,USA,Denver,5,2005-01,2005-Q1,2005,0,12005448,0,5324000," 1,20,05,448 "
 Software ,USA,SF Bay Area,1,2007-01,2007-Q1,2007,0,1273000,0,0," 12,73,000 "
 Biotechnology ,,,1,2009-01,2009-Q1,2009,0,12000000,12000000,0," 1,20,00,000 "
 Cloud Computing ,CHN,Beijing,1,2008-08,2008-Q3,2008,0,3000000,3000000,0," 30,00,000 "
 Biotechnology ,BEL,BEL - Other,3,2001-01,2001-Q1,2001,0,0,0,0," 9,83,29,011 "
 Enterprise Software ,USA,TX - Other,1,1979-01,1979-Q1,1979,1000000,0,0,0," 10,00,000 "
 Search ,,,3,2011-01,2011-Q1,2011,345000,1250000,1250000,0," 15,95,000 "
,USA,SF Bay Area,1,1993-01,1993-Q1,1993,0,0,0,0," 37,05,137 "
 Solar ,USA,CO - Other,2,2007-01,2007-Q1,2007,0,0,0,0," 51,00,00,000 "
 Identity Management ,USA,SF Bay Area,3,2013-02,2013-Q1,2013,0,17087500,5675000,11000000," 1,70,87,500 "
,,,1,2011-09,2011-Q3,2011,275166,0,0,0," 2,75,166 "
 Curated Web ,USA,Philadelphia,5,2010-06,2010-Q2,2010,145400,3594003,1800000,0," 41,39,407 "
 Business Services ,USA,"Columbus, Ohio",1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Curated Web ,USA,"Portland, Oregon",3,2006-01,2006-Q1,2006,0,7618249,2500000,0," 76,18,249 "
 Software ,USA,SF Bay Area,1,2002-01,2002-Q1,2002,0,2100000,0,0," 21,00,000 "
 Information Security ,CHE,Lausanne,1,1999-06,1999-Q2,1999,0,2500000,2500000,0," 25,00,000 "
 Software ,USA,Boston,1,2008-07,2008-Q3,2008,0,450000,0,0," 4,50,000 "
